UserName,FullName,Date,Hashtags,Tweet,Likes,RTs
,,Jan 10,"CM,Kasur,JusticeForZainab,Justice4Zainab","CM Punjab took notice n directed Police to arrest culprits, though he should have been done it before. We also wanna know the status of previous cases of molestation in same city #Kasur  #JusticeForZainab #Justice4Zainab",,
,,Jan 10,"Find,JusticeForZainab","Find that Person and give him this punishment in Kasur Chowk 
 #JusticeForZainab pic.twitter.com/fUYxVfdOmj",,
,,Jan 10,"Pity,JusticeForZainab",Pity the nation that can't protect its children. Down with the authorities that downplay the incidents of child abuse. #JusticeForZainab,,
,,Jan 10,"I,JusticeforZainab",I can't believe a human can do such act. What kind of society we r becoming? Who ever did this sick act should be brought to justice as soon as possible #JusticeforZainab pic.twitter.com/FTydVYqxNT,,
,,Jan 10,"i've,JusticeForZainab","i've just seen a photo of Zainab's body lying in a garbage heap. I won't share it out of respect to her and her family.
But for once, I'm lost for words.
#JusticeForZainab",,
,,Jan 10,"No,JusticeForZainab","No words enough #JusticeForZainab . Irrespective of race,Religion or status or any other backgrounds the society needs to be united on this. The culprits should be publicly hanged @CMShehbaz.",,
,,Jan 10,"Heartbroken,JusticeForZainab",Heartbroken n out of words to see a child go through such agony. I pray for the angels parents that they receive justice and that we never see such a case ever again. May Allah have mercy upon our children no matter where they are! Ameen. #JusticeForZainab,,
,,Jan 10,"A,JusticeForZainab","A daughter is God's most beautiful blessing for any parent. This is sick, painful & unforgivable.
Things need to change!
#JusticeForZainab pic.twitter.com/gG53vqzaR1",,
,,Jan 10,"At,JusticeForZainab",At a loss for words today. #JusticeForZainab,,
,,Jan 10,"How,JusticeForZainab",How ironic that the DPO is ensuring that there will be security for all the dignitaries who ll be gracing Zainab’s Janaza today. Where was this security when 10 girls had already been killed in 2km radius? #JusticeForZainab,,
,,Jan 10,"Zainab,JusticeForZainab","Zainab we are sorry 
#JusticeForZainab",,
,,Jan 10,"This,Kasur.,JusticeForZainab","This was the 9th incident of this nature in #Kasur. Lest we forget, Rana Sanuallah brushed off Kasur child abuse report a land dispute between 2 groups. #JusticeForZainab",,
,,Jan 10,"Imran,JusticeForZainab","Imran khan Is silent on Zainab, Not a single tweet from Bilawal, & Maryam just tweeted Geo News Screen shots after almost more than 24 hours, 
& Almost every politician is silent on this issue, I called few and they were not even aware :( 
#JusticeForZainab",,
,,Jan 10,"Name,JusticeForZainab","Name : Zainab Age : 7.
Raped, Killed, Found in Trash of Qasur.
Her parents were performing Umrah, will come back for Funeral. May her Soul Rest in Peace. 
How Long will we be Silent About Child Abuse and How many Zainabs will it take?
#JusticeForZainab pic.twitter.com/corTveSgW3",,
,,Jan 10,"Again,Qasoor",Again this is #Qasoor where 9 years old girl is kidnapped n killed i am father of a daughter and i just can't express my feelings....I really don't!#JusticeForZainab pic.twitter.com/NmFNMwBlKY,,
,,Jan 10,"The,JusticeForZainab","The word 'Humans' has become a gaali now. The level of cruelty that humans r capable of, no other living being can dream of. Animals only kill for food.We kill for a hundred million different sick reasons.I’m so disgusted & disturbed. Seeking justice frm Allah. 
#JusticeForZainab",,
,,Jan 10,"My,JusticeForZainab",My heart goes out to Zainab and her family. It is important to address these issues and bring the people responsible to justice. We must stand united as society against such barbaric crimes. #JusticeForZainab,,
,,Jan 10,"Heartbreaking,JusticeForZainab","Heartbreaking to see another child become victim.
Unbelievable that no criminal has been arrested till now. Political issues should be set aside and all should join hands to find a solution for this. Raise your voice if you belive the criminals should be hanged
#JusticeForZainab pic.twitter.com/ncuFKQLZ4X",,
,,Jan 10,"Seriously,JusticeForZainab","Seriously I've no words to express my feelings on this incident 
But punjab Govt should have to take initiative against such monsters to stop this brutality in future. #JusticeForZainab",,
,,Jan 10,"My,JusticeForZainab,GirlsAreAlsoHumanBeingpic.twitter.com/v7d6YDficJ","My today's Cartoon on Kasur Incident 
#JusticeForZainab #GirlsAreAlsoHumanBeingpic.twitter.com/v7d6YDficJ",,
,,Jan 10,"Just,JusticeForZainab","Just heard this horrific news, this happens way too often in our world and it’s time we demand change and justice! We need to raise our boys to be men, we need to raise our children to live in a world that is equal, a world with justice. We must fight! #JusticeForZainab pic.twitter.com/oG0UxlcOZY",,
,,Jan 10,".@TahirulQadri,Zainab's,Kasur,DunyaNews,JusticeForZainab",".@TahirulQadri announces to attend #Zainab's funeral prayer in #Kasur
Watch #DunyaNews Live: http://dunyanews.tv/newsite/live_stream/new1_live_tv.php …
#JusticeForZainab @PATofficialPKpic.twitter.com/D555xq9YSo",,
,,Jan 10,"When,JusticeForZainab","When children were getting molested and abused in same Kasur in 2015, Rana Sana said it's due to land disputes. 
Had we took action then, we would have never lost Zainab. #JusticeForZainab https://nation.com.pk/09-Aug-2015/sana-rejects-child-abuse-scandal-says-it-s-a-land-dispute …",,
,,Jan 9,"Still,JusticeForZainab","Still short of words, no idea what to say on this issue . 
#JusticeForZainab",,
,,Jan 9,"#JusticeForZainab,JusticeForZainab","#JusticeForZainab she was only 7 years old !!!  Zainab was an innocent child and she was horrifically tortured & murdered, my heart breaks for her family. 
May Allah give them strength 
#JusticeForZainab pic.twitter.com/dgqdahmYc7",,
,,Jan 9,"At,JusticeForZainab","At times like this, being speechless .. disgusted is an understatement. Everyone is so caught up in the "" big wars"" that the basics are forgotten.. or maybe just disregarded. Kiya Zaroori hai ke Humhe Hamesha ek Dhamake ki zaroorat ho.. to pay attention? #JusticeForZainab pic.twitter.com/Fhiv3Rp29E",,
,,Jan 9,"We,JusticeForZainab","We can't even imagine the state of mind of her parents who went for umrah while their daughter has been raped and killed by Real TRASH. Show some dignity and unity to ask for justice. This is a high time.Raise your voice against this disgusted act RIP Humanity.
#JusticeForZainab pic.twitter.com/dAJkFd0ZJf",,
,,Jan 9,"Me,Zainab,JusticeForZainab",Me Faizi Mirza Changing name and Dp On her name #Zainab till she gets Justice #JusticeForZainab pic.twitter.com/PkLRO5F6bY,,
,,Jan 9,"Zainab,JusticeForZainab","Zainab is not the first and will not be the last.
That's the irony and sadness of #JusticeForZainab",,
,,Jan 9,"ARY,JusticeForZainab","ARY gets CCTV footage of Zainab’s kidnapping
#JusticeForZainab pic.twitter.com/vyc7ec48Gs",,
,,Jan 9,"I,Zainab's,JusticeForZainab,DunyaNews,DunyaVideospic.twitter.com/q76MQPKf7N","I have personally visited #Zainab's house and expressed solidarity with the bereaved family. no one can better understand the loss of children other than parents: Wasim Akhtar Sheikh
@pmln_org #JusticeForZainab #DunyaNews #DunyaVideospic.twitter.com/q76MQPKf7N",,
,,Jan 9,"I,JusticeForZainab","I am heart broken, gutted and disgusted what sort of society we r living in heart goes out to the parents... #JusticeForZainab pic.twitter.com/8eYLAMPPHf",,
,,Jan 9,"Kasur,JusticeForZainab","Kasur is becoming the capital for sexual predators.I urge all parents to unite in our demand to protect our children.
#JusticeForZainab",,
,,Jan 9,"I,JusticeForZainab",I have no words.. I see pictures of that girl and it makes me imagine whatever must have happened to her. I am so hurt like it’s breaking every piece of my heart. The feeling is indescribable. #JusticeForZainab,,
,,Jan 9,"Men,JusticeForZainab","Men are not trash.
Just because of few people we can't consider all men in this.
#JusticeForZainab",,
,,Jan 9,"I,justiceforzainab","I am at loss of words right now. While i was enjoying my time out from work and pakistan i came across this on social media. The first thing after praying for Zainab and her family which came to my mind was, where do we stand as an individual, as a human being? #justiceforzainab pic.twitter.com/dkmpnVbeqG",,
,,Jan 9,"Dear,Kasur,Punjab,Pakistan,JusticeForZainab","Dear @TwitterSupport please take down this @HassanNisar for posting another girl picture labelling it as picture of Little Zainab who was kidnapped , rapped & found in trash of #Kasur #Punjab #Pakistan for political proppganda sake ! 
#JusticeForZainab https://twitter.com/HasanNisarPK/status/950899201352896512 …",,
,,Jan 9,"if,JusticeForZainab",if you want #JusticeForZainab pick up your phones and call the following USELESS POLITICIANS and tell them what you think. You’re welcome pic.twitter.com/yKejuRBqAq,,
,,Jan 9,"I,JusticeForZainab","I am ashamed and so disgusted.. These bastards should be hung in the streets...
RIP Humanity... 
#JusticeForZainab",,
,,Jan 9,"#JusticeForZainab,UniteAgainstChildAbuse","#JusticeForZainab she was only 7 years old !!!  Zainab was an innocent child and she was horrifically tortured & murdered, my heart breaks for her family. 
May Allah give them strength 
#UniteAgainstChildAbuse",,
,,Jan 9,#JusticeForZainab.....As,"#JusticeForZainab.....As vocal as i am, I dont know how to put my feelings into words about this.... I really don't! pic.twitter.com/N2T3io7yhP",,
,,Jan 9,"A,JusticeForZainab","A beautiful innocent little girl, a child... why? I just don't understand... #JusticeForZainab pic.twitter.com/ZJApkzP6XL",,
,,Jan 9,"It's,JusticeForZainab","It's just too heart wrenching. I'm speechless. These Culprits deserve nothing but to be SENTENCED TO DEATH.  
#JusticeForZainab",,
,,Jan 9,"#HangRanaSanaullah,JusticeForZainab",#HangRanaSanaullah the root of all evils in Punjab. #JusticeForZainab,,
,,Jan 9,"We,JusticeForZainab","We will do everything in our power to bring the animals to justice who committed this heinous crime. 
#JusticeForZainab pic.twitter.com/tZNN87fybt",,
,,Jan 9,"Chairman,Zainab,JusticeForZainab","Chairman SSC on Interior @SenRehmanMalik takes notice of murder of 7 year old #Zainab & summons report from Punjab Police and orders to arrest the culprits within 48 years.
#JusticeForZainab pic.twitter.com/TlXkiYPivA",,
,,Jan 9,"You,JusticeForZainab","You all politicians, no matter, in which PK province, whichever party, are damned to hell when you face your maker, if you do not address pedophile rings in Pakistan-simple! #JusticeForZainab pic.twitter.com/8HWuFjoHhf",,
,,Jan 9,"7year,JusticeForZainab","7year old girl Zainab was kidnapped 4 days ago from Dist.Kasur Punj RAPED and and brutally MURDERED. Her body was found in Trash.Our media is discusing Imran khan's marriage.Those who are silent are also responsible for this crime. 
SPEAK UP! #JusticeForZainab pic.twitter.com/vOa1dUKZhh",,
,,Jan 9,"How,JusticeForZainab",How could someone even think of doing something this cruel?! This is just too painful! Will this go under the rug just like the other incident in Kasur? Had those people been taken to task maybe we wouldn't be trending #JusticeForZainab today!,,
,,Jan 9,"Sadly,JusticeForZainab",Sadly we are living in a society full of filthy heartless morons..culprits should be hanged..may Allah give sabar to the parents of this innocent soul... #JusticeForZainab pic.twitter.com/piI7D3iwQ7,,
,,Jan 9,"7,JusticeForZainab","7 yr old Zainab was raped and murdered in Qasur while her Parents were performing Umrah!
Her body was found in heap of trash!
We want #JusticeForZainab  pic.twitter.com/1u2myM2TA5",,
,,Jan 9,"This,JusticeForZainab",This will not stop till we don’t make examples out of these evil butchers! #JusticeForZainab,,
,,Jan 9,"No,JusticeForZainab","No dharna?
No tyres burning?
No roads blocked?
Why? Because she was just anyone's kid, unknown to you?
If we don't raise voice for her, it could get worse with time.
Raise your voice!
#JusticeForZainab pic.twitter.com/piDv9Ad6Ms",,
,,Jan 9,"Yesterday,JusticeForZainab","Yesterday I wrote a speech on topic "" hm bhi dekhen ge "" 
And after listening to this news of rape and murder of 7 year Zainab ,
i am thinking that i have written a "" just lie "" .
Ye dais hai andhyy logon ka 
Aee chaand yahan na nikla krr
#JusticeForZainab pic.twitter.com/qo0ak65hPX",,
,,Jan 9,"Imagine,JusticeForZainab","Imagine being on Hajj/Umrah with your spouse. Buying gifts for your child who's waiting for you back home. Imagine recieving a news that someone not only murdered but raped and kidnapped your child. Take a walk in their shoes, Wallah, these crimes would end. 
#JusticeForZainab",,
,,Jan 9,"No,JusticeForZainab","No matter how much I  disagree with @ImranKhanPTI , the only reason I ll keep voting for him is for the slightest hope that may be we have justice served in this country. No matter how much we tweet on #JusticeForZainab most of us sadly know in our hearts, she won't get it.",,
,,Jan 9,"A,JusticeForZainab",A MUSLIM country where children(girls+boys) got raped on daily basis. Remember when molvis blocked the Islamabad. Let me see how many Pakistani Muslim men will block Islamabad to get justice for children #JusticeForZainab,,
,,Jan 9,"With,JusticeForZainab","With just 7 years of age with just this simple thought that she is living with human beings but not with monsters that little Zainab has departed from this world leaving us in grief and shame to be affiliated with this society. Some men are truly trash :') 
#JusticeForZainab",,
,,Jan 9,"Alleged,CCTV,Zainab's,DunyaNews,DunyaUpdates,JusticeForZainab,DunyaVideospic.twitter.com/VsEwZo8hRs","Alleged #CCTV footage of #Zainab's kidnapping, FIR has also been registered against the assailants on the directives of Punjab @CMShehbaz
Read More: http://dunyanews.tv/en/Pakistan/422843-Shutter-down-strike-observed-rape-murder-minor-girl-Kasur …
#DunyaNews #DunyaUpdates #JusticeForZainab @MaryamNSharif @GovtOfPunjab #DunyaVideospic.twitter.com/VsEwZo8hRs",,
,,Jan 9,#JusticeForZainab,"#JusticeForZainab , Being a Father just can’t imagine the pain of Parents after this, condolences to her parents & Alarming situation to Society we r living in , Govt should do Prompt action against the Culprit & give justice to ZAINAB , pic.twitter.com/f1a2Go0j3Y",,
,,Jan 9,"Ya,JusticeForZainab",Ya Allah is qadar Zulm or Jahalat! We should truly truly be ashamed of ourselves as a Nation. What’s the point for #JusticeForZainab when there are countless Rape & Murder cases in line for justice? @pid_gov @GovtOfPunjab Devastated!,,
,,Jan 9,"We,JusticeForZainab","We live in times of such immorality, where the Govt and a lot of the mainstream media prefers to mud sling. What happened to your role of ensuring the safety of your people & providing justice? All we care about is keeping our seats. Sad, sad times we live in #JusticeForZainab",,
,,Jan 9,"Dear,JusticeForZainab","Dear PMLN!
Celebrating the victory? Fair enough.
But what about tall claims re respect of vote, rights of citizen, duties of the State?
#JusticeForZainab",,
,,Jan 9,"Heart,JusticeForZainab","Heart breakinng, tears but really angry and demand prompt action from Gov .And people please please take extra care of your kids we live in a jungle .
#JusticeForZainab",,
,,Jan 9,"We,JusticeForZainab","We Strongly Condemn And Appeal To The Government Please Take Strong Action Against The Rappers. 
Request All Pakistanis Raise Your Voice For Zainab So Tomorrow That Will Not Happened With any Other Zainab 
#JusticeForZainab pic.twitter.com/3kqWmnxqpt",,
,,Jan 9,"Killing,GirlAbuse,JusticeForZainab","Killing humanity.Pray for the soul of the zainab, help this family to bear this replaceable loss. How Long will we be Silent About Child Abuse and How many Zainabs will it take? SPEAK UP #GirlAbuse #JusticeForZainab @iamhamzaabbasi @MuradSaeedPTI @AyeshaaImranist @SaniyaPTIpic.twitter.com/BkUYniPp6L",,
,,Jan 9,"Again,Qasoor,JusticeForZainab","Again this is #Qasoor where 9 years old girl is kidnapped n killed, big question on good governance of punjab  #JusticeForZainab pic.twitter.com/mKq12XTAXE",,
,,Jan 9,#JusticeForZainab,#JusticeForZainab While social media is still talking about Zainab. Main stream media finds other issues more important even still. It shows how much mainstream media is connected to public issues. This should be 24/7 on all channels until culprits get captured,,
,,Jan 9,"I,JusticeForZainab","I can't describe my pain in word when I hear this news Bad Morning 
#JusticeForZainab pic.twitter.com/n3HQ6Sf4tG",,
,,Jan 9,"At,RaiseYourVoice,JusticeForZainab",At loss of words ... for Zainab and the females gender  #RaiseYourVoice #JusticeForZainab pic.twitter.com/XdwN7xTOfC,,
,,Jan 9,#JusticeForZainab,"#JusticeForZainab  is trending now!!!
We will fight for Justice.
No matters who it is for.. and Against!!
@iqrarulhassan 
@iamAhmadshahzadpic.twitter.com/qNvjn9xtoH",,
,,Jan 9,#JusticeForZainab,#JusticeForZainab Getting these messages on whatsapp. Every father is scared. The rapist should be given exemplary punishment. Every father is tensed on such incidents. pic.twitter.com/CygNI2XVxY,,
,,Jan 9,"She,JusticeForZainab","She is seven, she gets raped
She is seventeen, she gets raped
She is seventy, she gets raped
So, problem isn't with her age.
Stop looking at her with those forever hungery & Lust filled eyes of yours. There's where the problem actually.
#JusticeForZainab pic.twitter.com/CKDtqlvbaC",,
,,Jan 9,"Enough,Kasur,JusticeForZainab,Children,Pakistan,Rapepic.twitter.com/CwULQsj7QK","Enough of 'condemnations'!! Zainabs, Tayabbas, & Seemas deserve to be protected while they are alive! #Kasur #JusticeForZainab #Children #Pakistan #Rapepic.twitter.com/CwULQsj7QK",,
,,Jan 9,#JusticeForZainab,#JusticeForZainab Question is why does social media have to raise voice that CM Punjab takes notice now? He should have asked yesterday on why this incident happened. Social Media can't highlight everything. It's a sad state of affairs pic.twitter.com/JRI8evkuZU,,
,,Jan 9,#JusticeForZainab,"#JusticeForZainab Sickening n horrifying crime agst a 7yr old...sooner or later, Allah's wrath falls on societies where such crimes go unpunished.. I pray that the beasts involved in this are caught n given exemplary punishment...Duaas.",,
,,Jan 9,"#Zainab,SaudiArabia,JusticeForZainab,DunyaNews,DunyaUpdates,DunyaVideos","#Zainab was kidnapped six days ago from Road Kot when her parents left for #SaudiArabia to perform Umrah. The seven-year-old girl was strangled to death after being molested.
#JusticeForZainab #DunyaNews #DunyaUpdates #DunyaVideos 
Read More: http://dunyanews.tv/en/Pakistan/422843-Shutter-down-strike-observed-rape-murder-minor-girl-Kasur …pic.twitter.com/SbZ2YjCrWf",,
,,Jan 9,"By,JusticeForZainab","By staying silent and throwing a blind eye to this, you're only helping the criminal. Main stream media and the law enforcement needs to take action on the waste of a human being who did this. A person who destroyed another life doesn't need second chances. #JusticeForZainab",,
,,Jan 9,"7,JusticeforZainab,NoHumanitypic.twitter.com/aKQSQx6PXY","7 yr old Zainab raped, murdered and thrown in the garbage in kasoor. what monsters are we creating in our society that destroy our innocent children's lives? Absolutely heartbreaking #JusticeforZainab Rip Little Angel 
#NoHumanitypic.twitter.com/aKQSQx6PXY",,
,,Jan 9,"Stop,JusticeForZainab","Stop the rhetoric and do something practical that shows. This was was the 12 th incident in kasur.
#JusticeForZainab https://twitter.com/maryamnsharif/status/950974851531108352 …",,
,,Jan 9,"death,JusticeForZainab",death penalty for rapists! pass a law and make it count so no one can even dare to think of committing such an act ever again! #JusticeForZainab @CMShehbaz,,
,,Jan 9,"A,JusticeForZainab","A 7 Year Old Girl Was Rapped & Killed in Kasur The Same City Where Over 280 Know Kids Were Rapped. Only Criminals Who've Done This Are Not Responsible Those Who Are Silent Or Will Stay Silent For Political or Any Other Reasons Are Responsible..!
#JusticeForZainab pic.twitter.com/Etng4OHgha",,
,,Jan 9,"#Justice4Zainab,Kasur,,Punjab,JusticeForZainab","#Justice4Zainab
Peak of brutality, 7 year old cute little angel Zainab was kidnapped four days ago from District #Kasur, #Punjab then Raped and Murdered, Her body was found in Trash. Culprits should be arrested & Hanged publicaly At main Chowk of Qasur
#JusticeForZainab pic.twitter.com/PKMzHCPR8r",,
,,Jan 9,"So,JusticeForZainab","So this happened Yesterday!!
This 7 y/o little girl Zainab was RAPED and then KILLED 
Please raise your voice to support this cause so that the authorities ensure that those monsters who are responsible for this henious act get the worst punishment.
 #JusticeForZainab pic.twitter.com/NzozxJBAeK",,
,,Jan 9,"And,kasur,pakistan,umrah,JusticeForZainab","And we call ourselves humans...??? 
Kidnapped , Raped & Killed .. Found the body of this 7 yrs old girl in TRASH in #kasur #pakistan , While her parents were away to Perform #umrah  ... #JusticeForZainab pic.twitter.com/sNft53Byj5",,
,,Jan 9,#JusticeForZainab,"#JusticeForZainab 
The Kasur case of child abuse & murder sickens us all. 
To punish the monsters that did this & prevent future horrors, requires re-orienting the state's posture from an extractor of rents & a reactor to tragedy, to a protector of people - especially the weak.",,
,,Jan 9,"I,JusticeForZainab",I think there is no need to share photo of the girl. In any civilized country it is not allowed to share photo without permission of parents or courts/law #JusticeForZainab,,
,,Jan 9,#JusticeForZainab,"#JusticeForZainab
We are stand with you  pic.twitter.com/xddzv67VKO",,
,,Jan 9,"What,JusticeForZainab","What a beautiful girl and look what our world is coming to,are they even human?Absolutely heartbreaking. Heart goes out to her family who will now be scarred for life! May justice prevail and the animals accountable face dire consequences! #JusticeForZainab pic.twitter.com/6BrGwZiyGX",,
,,Jan 9,"This,disgusting,JusticeForZainab","This incident proved it that some men are worse than trash, they are worse than scum
#disgusting #JusticeForZainab",,
,,Jan 9,"Feeling,JusticeForZainab",Feeling ashamed being part of such a shameful society where a 7 years old girl got killed brutally  #JusticeForZainab pic.twitter.com/HbWKUPXGtT,,
,,Jan 9,"Punjab,Kasur,JusticeForZainab,DunyaNews","Punjab @CMShehbaz takes notice of minor girls' murder after rape in #Kasur
#JusticeForZainab 
Watch #DunyaNews Live: http://dunyanews.tv/newsite/live_stream/new1_live_tv.php …pic.twitter.com/MD58uGp6gf",,
,,Jan 9,"#Kasur,JusticeForZainab,DunyaNews","#Kasur observes shutter down strike following 7-year-old girl's killing after rape
#JusticeForZainab 
Watch #DunyaNews Live: http://dunyanews.tv/newsite/live_stream/new1_live_tv.php …pic.twitter.com/OgpSE8YzP8",,
,,Jan 9,"Unless,JusticeForZainab","Unless you teach your kids how to avoid strangers, they don't know what is harmful. Please educate your kids
#JusticeForZainab
https://youtu.be/gGIDHrYKJ2s",,
,,Jan 9,"You,JusticeForZainab",You can't rape somebody by accident. It takes intention. when you ruining someone's entire life then you don't have the right to live either. For me rape is worse than murder and rapist should be given death penalty. #JusticeForZainab,,
,,Jan 9,"Ashamed,JusticeForZainab","Ashamed & disgusted to the core. Humanity is at the lowest ebb. Penalty & reward is a must. Govt's both National & Provincial,Criminal Justice System & Judicial System failed miserably to protect innocent ppl in Pak. #JusticeForZainab",,
,,Jan 9,"Rape,JusticeForZainab","Rape Story of 280 Childrens & Filmed 
If that Was addressed Now this will not happen !
Shame on Us For Not Standing against this 
#JusticeForZainab pic.twitter.com/Ho46X453ex",,
,,Jan 9,"A,Zainab,Kasur.,JusticeForZainab","A 7-year old child #Zainab was raped, tortured& murdered in #Kasur. The culprits, aiders, abetters involved in this brutal &horrifying incident must be identified& brought before the law with no further delay #JusticeForZainab",,
,,Jan 9,"Dear,JusticedelayedJusticedenied,JusticeForZainab,Justice4Zainab","Dear Chief Justice we are more concerned about the safety of our daughters rather than condition of hospitals, pls take sou moto action n provide speedy justice  to Zainab. #JusticedelayedJusticedenied #JusticeForZainab #Justice4Zainab",,
,,Jan 9,"No,JusticeForZainab","No dharna?
No tyres burning?
No roads blocked?
Why? Because she was just anyone's kid, unknown to you?
If we don't raise voice for her, it could get worse with time.
Raise your voice!
#JusticeForZainab pic.twitter.com/rYSrsjRoF4",,
,,Jan 9,"She's,JusticeForZainab","She's Zainab, just a seven years old young girl. she was kidnapped 4 days ago from her home town road kot, kasur.
She was strangled to death after being rapped. The police have recovered her body from a garbage heap on Tuesday.
It's just beyond my imagination
#JusticeForZainab pic.twitter.com/WW0EIeLkLe",,
,,Jan 9,"Zainab,JusticeForZainab","Zainab who was kidnapped 4 days ago has been recovered successfully by our responsible police as raped nd dead in a trash....
Still no one cares as one is busy in his marriage other is asking mjh q nikala
When will all this end 
Time to speak 
#JusticeForZainab",,
,,Jan 9,"Speechless,JusticeForZainab","Speechless n have no words to condemn Zainab’s assault and brutal killing in Kasur. Found the body of little angel in trash, what has become of our society?  Horrific! #JusticeForZainab",,
,,Jan 9,"The,JusticeForZainab","The name, Zainab, is breaking my heart more. 
#JusticeForZainab",,
,,Jan 9,"Literally,JusticeForZainab","Literally have no words for this senseless, heinous brutality. Degradation of human beings. The capital punishment is needed here, to deter future monsters. RIP little angel. #JusticeForZainab pic.twitter.com/RpIwMyXoxk",,
,,Jan 9,"Happened,JusticeForZainab","Happened earlier in Kasur; children were molested / raped, videos were made and sold to International markets.
In 2017 more than 7 young girls were kidnapped and raped. #JusticeForZainab pic.twitter.com/UbrGfHZGkl",,
,,Jan 9,"Hi,,JusticeForZainab","Hi,
I'm Zainab, a 7 yr old from Kasur. I was raped, murdered & dumped in a heap of trash. I need real justice, not a never ending court case. I need the kind of justice that sends shivers down a man's spine everytime he even thinks about hurting a child.
#JusticeForZainab pic.twitter.com/fhR8hkkz2c",,
,,Jan 9,"We,JusticeForZainab","We need to do the same!!
#JusticeForZainab pic.twitter.com/1ApJPEFrjW https://twitter.com/AtifMatinansari/status/950811142968020992 …",,
,,Jan 9,"-,JusticeForZainab,Justice4Zainabpic.twitter.com/eH5EzWE675","- Zainab,  Age 7 Years.
- Raped, Killed, Found In Trash Of Qasur.
- Now Look At This & Decide What You Want To Use Your Voice On Social Media.
- How Long Will We Be Silent About Child Abuse?
RETWEET...
#JusticeForZainab #Justice4Zainabpic.twitter.com/eH5EzWE675",,
,,Jan 9,"I,JusticeForZainab",I have no words #JusticeForZainab https://twitter.com/atifmatinansari/status/950811142968020992 …,,
,,Jan 9,"We,JusticeForZainab",We should all express collective outrage but let's not share her photo - not least because she's a minor #JusticeForZainab,,
,,Jan 9,"It,JusticeForZainab","It hurts me even to look at or tweet the picture of 8 year old Zainab who was raped and killed. Culprit must be found & punished.
#JusticeForZainab 
I also urge parents & teachers to educate children & embolden them to report & resist predatory sexual advances",,
,,Jan 9,"#Kasur:,JusticeForZainab","#Kasur: Eight-year-old Zainab had gone to her tuition centre but found murdered after rape. She is not the first one but Eimaan Fatima, Fouzia, Noor Fatima, Sanna, Asma & Laiba were kidnapped from Kasur in 2017, & their dead bodies were recovered.
#JusticeForZainab pic.twitter.com/svq42kQkR3",,
,,Jan 9,"CJ,JusticeForZainab","CJ sb will u really take notice of this daughter or will wait until the fire reaches up every daughter!
@FrontlineKamran @AajKamranKhan @SecInfoPAT 
#JusticeForZainab",,
,,Jan 9,"With,JusticeForZainab","With only 7 years of age, little Zainab has departed from this world leaving us in grief and shame to be affiliated with this society.  
#JusticeForZainab pic.twitter.com/HYLLZUlFmX",,
,,Jan 9,"Woke,JusticeForZainab","Woke up to this terrible news. Whoever did this to 7 year old zainab should be skinned alive! 
Today yet again we hang our heads in shame to be a part of this society !
#JusticeForZainab",,
,,Jan 9,"Nothing,JusticeForZainab","Nothing in Pakistan has ever done to monitor and coordinate legislative implementation against such child abuse cases. Being too ill equipped to crack down on abuse of this kind is simply not an option.
#JusticeForZainab pic.twitter.com/Mhvm2wSUhd",,
,,Jan 9,"The,JusticeForZainab,Justice4Zainabpic.twitter.com/Z7GghqvaTd","The picture of Zainab’s rapist & killer is clearly captured. Why he is still roaming freely? Can our agencies and authorities capture him? Can we please catch this animal and punish him publicly? Can we do something to protect our children? #JusticeForZainab
#Justice4Zainabpic.twitter.com/Z7GghqvaTd",,
,,Jan 9,#JusticeForZainab,"#JusticeForZainab 
This should be the fate of killer of Zainab. He should be hanged to death in public. pic.twitter.com/p3M9vGYs7u",,
,,Jan 9,"Really,JusticeForZainab","Really disgusting & I’m speechless, have no words to condemn Zainab’s assault and brutal killing. Enough is enough, we need immediate justice in this case. Her killing is another question mark on our morality and society #JusticeForZainab pic.twitter.com/s4DbJ2RmMM",,
,,Jan 9,"Nothing,JusticeForZainab","Nothing can disturb me to the core of who I am, than the ordeal of this innocent child. Complete horror  #JusticeForZainab",,
,,Jan 9,"A,JusticeForZainab","A Nuclear state could not save a kid from the inhumanity of those bastards.
We are sorry , we failed you.
#JusticeForZainab",,
,,Jan 9,"what,JusticeForZainab","what do we do, as ordinary citizens, to not let this go this time? outcry tou teen saal pehle bhi hua tha, bohat hua tha. that ended in NOTHING. what do we do this time around to demand action? #JusticeForZainab",,
,,Jan 9,"We,JusticeForZainab",We have launched #JusticeForZainab campaign against the barbaric incident that took place in Kasur. pic.twitter.com/83iXlVxSkG,,
,,Jan 9,"Rapists,JusticeForZainab","Rapists don’t deserve to be hanged to death but brutally killed. Another black day, another angel passed away. #JusticeForZainab",,
,,Jan 9,"Every,JusticeForZainab","Every Rapist should be Hanged ,that's the only solution to clean the Society from future cases like such to be taking place ..
 #JusticeForZainab",,
,,Jan 9,"#JusticeForZainab,ChiefJustice","#JusticeForZainab
Rapist and Murderer is seen clearly in the pictures ,so why he is not arrested?
The mass rape in Kasur was hushed up after a few days 
And so does other cases such as these 
Will one Rapist be hanged in Pakistan ??
#ChiefJustice  ?pic.twitter.com/NVROc1U1yM",,
,,Jan 9,"I,JusticeForZainab",I am just speechless and heartbroken. May Allah bless the innocent soul. Capital punishment for rapists needs to be an international law. May Allah give sabr to her parents. Cannot imagine their pain. #JusticeForZainab,,
